Fecha de creacion;Ubicacion;Estatus Legal;Genero;Fecha de Nacimiento;Grupo Etario;Edad;Pais de origen;Estado Civil
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;15/10/1971;4. Adultos;52;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;No de Interes;Femenino;02/10/1990;4. Adultos;33;Cuba;Casado
11/04/2024;Pichincha - MREMH;No de Interes;Masculino;15/10/1993;3. Jovenes;30;Cuba;Casado
11/04/2024;Pichincha - MREMH;No de Interes;Femenino;04/06/2019;1. Niño, Niña;5;Cuba;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/07/2006;2. Adolecente;17;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Refugiado;Femenino;08/12/1982;4. Adultos;41;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Refugiado;Femenino;07/02/2015;1. Niño, Niña;9;Colombia;Soltero
11/04/2024;Pichincha - MREMH;No de Interes;Femenino;02/07/1993;3. Jovenes;30;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;No de Interes;Femenino;19/08/2021;1. Niño, Niña;2;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;12/12/1987;4. Adultos;36;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;17/04/2002;3. Jovenes;22;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;05/06/2013;1. Niño, Niña;11;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;16/11/1961;4. Adultos;62;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;12/09/1986;4. Adultos;37;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;07/12/1988;4. Adultos;35;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;25/04/1990;4. Adultos;34;Venezuela;Union
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;06/01/1977;4. Adultos;47;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;15/01/2001;3. Jovenes;23;Venezuela;Union
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;22/09/1991;4. Adultos;32;Venezuela;Casado
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;15/04/1984;4. Adultos;40;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/07/2021;1. Niño, Niña;2;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;12/10/1991;4. Adultos;32;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;15/05/2015;1. Niño, Niña;9;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;01/02/1999;3. Jovenes;25;Venezuela;Casado
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;18/08/1981;4. Adultos;42;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;17/07/1999;3. Jovenes;24;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;06/12/1974;4. Adultos;49;Colombia;Union
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;07/12/2017;1. Niño, Niña;6;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;28/04/1988;4. Adultos;36;Venezuela;Casado
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;05/11/1972;4. Adultos;51;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/12/1992;4. Adultos;31;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Otro;01/06/1986;4. Adultos;38;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;02/11/2001;3. Jovenes;22;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;29/06/1979;4. Adultos;45;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;05/07/1969;4. Adultos;54;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;15/12/1984;4. Adultos;39;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;05/09/2002;3. Jovenes;21;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;04/04/2002;3. Jovenes;22;Venezuela;Soltero
11/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;30/06/2001;3. Jovenes;23;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/09/2020;1. Niño, Niña;3;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;07/11/2001;3. Jovenes;22;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;21/04/2004;3. Jovenes;20;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/05/1970;4. Adultos;54;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;27/09/2011;2. Adolecente;12;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;30/05/2018;1. Niño, Niña;6;Venezuela;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/07/1976;4. Adultos;47;Colombia;Union
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/08/1967;4. Adultos;56;Colombia;Union
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;30/09/2005;3. Jovenes;18;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;23/03/2011;2. Adolecente;13;Colombia;Soltero
11/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;29/09/1989;4. Adultos;34;Colombia;Union
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/06/1986;4. Adultos;38;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/07/1990;4. Adultos;33;Venezuela;Soltero
12/04/2024;Ibarra - MREMH;Refugiado;Femenino;11/04/1980;4. Adultos;44;Colombia;Soltero
12/04/2024;Ibarra - MREMH;Refugiado;Femenino;23/09/2008;2. Adolecente;15;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;07/12/2009;2. Adolecente;14;Venezuela;Soltero
12/04/2024;Ibarra - MREMH;Refugiado;Femenino;01/07/1986;4. Adultos;38;Colombia;Union
12/04/2024;Pichincha - MREMH;No de Interes;Masculino;05/04/2005;3. Jovenes;19;Colombia;Soltero
12/04/2024;Ibarra - MREMH;Refugiado;Masculino;13/04/1988;4. Adultos;36;Colombia;Union
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;04/03/1997;3. Jovenes;27;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;14/05/1994;3. Jovenes;30;Colombia;Soltero
12/04/2024;Ibarra - MREMH;Refugiado;Masculino;07/06/2018;1. Niño, Niña;6;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/12/2013;1. Niño, Niña;10;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;28/12/1993;3. Jovenes;30;Venezuela;Soltero
12/04/2024;Ibarra - MREMH;Refugiado;Femenino;17/04/2022;1. Niño, Niña;2;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;15/03/1997;3. Jovenes;27;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;12/11/1965;4. Adultos;58;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/05/1971;4. Adultos;53;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;07/06/1972;4. Adultos;52;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;21/06/1983;4. Adultos;41;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;07/01/1994;3. Jovenes;30;Venezuela;Soltero
12/04/2024;Ibarra - MREMH;No de Interes;Femenino;29/08/1998;3. Jovenes;25;Venezuela;Union
12/04/2024;Ibarra - MREMH;No de Interes;Masculino;03/04/1996;3. Jovenes;28;Venezuela;Union
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;26/02/1987;4. Adultos;37;Colombia;Union
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;26/12/2010;2. Adolecente;13;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Refugiado;Masculino;16/05/2002;3. Jovenes;22;Colombia;Union
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;01/02/2014;1. Niño, Niña;10;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;10/06/1963;4. Adultos;61;Colombia;Soltero
12/04/2024;Ibarra - MREMH;No de Interes;Masculino;01/09/2019;1. Niño, Niña;4;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;24/11/1968;4. Adultos;55;Venezuela;Soltero
12/04/2024;Ibarra - MREMH;No de Interes;Femenino;27/09/2022;1. Niño, Niña;1;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;26/10/1997;3. Jovenes;26;Colombia;Union
12/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;12/10/1979;4. Adultos;44;Colombia;Divorciado
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/12/1998;3. Jovenes;25;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;23/03/1994;3. Jovenes;30;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;27/02/1998;3. Jovenes;26;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;26/10/1997;3. Jovenes;26;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;06/12/2013;1. Niño, Niña;10;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/09/1984;4. Adultos;39;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/05/1959;5. Adulto Mayor;65;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/12/1988;4. Adultos;35;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;28/08/2017;1. Niño, Niña;6;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/11/2007;2. Adolecente;16;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/03/1963;4. Adultos;61;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;05/09/1993;3. Jovenes;30;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;04/05/1995;3. Jovenes;29;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;17/02/2002;3. Jovenes;22;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;22/07/1986;4. Adultos;37;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Otro;02/12/1994;3. Jovenes;29;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;28/11/1974;4. Adultos;49;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;21/01/1972;4. Adultos;52;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;13/08/1971;4. Adultos;52;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;20/09/1989;4. Adultos;34;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;13/09/1963;4. Adultos;60;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/04/1955;5. Adulto Mayor;69;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;11/03/1996;3. Jovenes;28;Venezuela;Soltero
12/04/2024;Guayaquil - MREMH;Otro de Interes;Masculino;02/11/1977;4. Adultos;46;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;No de Interes;Masculino;09/02/1995;3. Jovenes;29;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;24/01/1989;4. Adultos;35;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;21/03/1993;4. Adultos;31;Colombia;Soltero
12/04/2024;Pichincha - MREMH;No de Interes;Femenino;18/02/2014;1. Niño, Niña;10;Colombia;Soltero
12/04/2024;Guayaquil - MREMH;Otro de Interes;Masculino;26/06/2016;1. Niño, Niña;8;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;27/01/1985;4. Adultos;39;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;27/02/1993;4. Adultos;31;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/02/1997;3. Jovenes;27;Per�;Soltero
12/04/2024;Pichincha - MREMH;No de Interes;Femenino;09/03/2016;1. Niño, Niña;8;Colombia;Soltero
12/04/2024;Pichincha - MREMH;No de Interes;Masculino;28/05/2018;1. Niño, Niña;6;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;13/03/1990;4. Adultos;34;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/06/1995;3. Jovenes;29;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/06/1988;4. Adultos;36;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/06/1988;4. Adultos;36;Colombia;Soltero
12/04/2024;Guayaquil - MREMH;No de Interes;Femenino;27/02/1999;3. Jovenes;25;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;14/06/1988;4. Adultos;36;Cuba;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;27/02/1997;3. Jovenes;27;Colombia;Soltero
12/04/2024;Guayaquil - MREMH;No de Interes;Masculino;14/04/2018;1. Niño, Niña;6;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;No de Interes;Masculino;14/02/1990;4. Adultos;34;Venezuela;Casado
12/04/2024;Guayaquil - MREMH;No de Interes;Femenino;23/12/2015;1. Niño, Niña;8;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/07/1990;4. Adultos;33;Colombia;Soltero
12/04/2024;Pichincha - MREMH;No de Interes;Masculino;27/08/1988;4. Adultos;35;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;14/07/1968;4. Adultos;55;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;01/10/1975;4. Adultos;48;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;05/05/1998;3. Jovenes;26;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/06/1966;4. Adultos;58;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;27/03/1985;4. Adultos;39;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;03/05/1991;4. Adultos;33;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;20/09/2013;1. Niño, Niña;10;Colombia;Soltero
12/04/2024;Pichincha - MREMH;No de Interes;Masculino;19/02/2000;3. Jovenes;24;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;26/05/1991;4. Adultos;33;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;08/01/2004;3. Jovenes;20;Colombia;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/08/2003;3. Jovenes;20;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;08/09/1970;4. Adultos;53;Colombia;Soltero
12/04/2024;Esmeraldas -MREMH;No de Interes;Femenino;04/05/2000;3. Jovenes;24;Colombia;Union
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;11/05/1970;4. Adultos;54;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;18/09/1990;4. Adultos;33;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;11/09/1985;4. Adultos;38;Venezuela;Soltero
12/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;27/08/2006;2. Adolecente;17;Venezuela;Soltero
12/04/2024;Guayaquil - MREMH;No de Interes;Femenino;06/02/2015;1. Niño, Niña;9;Venezuela;Soltero
12/04/2024;Ibarra - MREMH;No de Interes;Femenino;06/11/2006;2. Adolecente;17;Venezuela;Soltero
13/04/2024;Azogues - MREMH;Otro de Interes;Femenino;26/07/2001;3. Jovenes;22;Venezuela;Soltero
13/04/2024;Azogues - MREMH;Otro de Interes;Masculino;05/06/1998;3. Jovenes;26;Venezuela;Soltero
13/04/2024;Azogues - MREMH;Otro de Interes;Femenino;01/03/2018;1. Niño, Niña;6;Venezuela;Soltero
13/04/2024;Azogues - MREMH;Otro de Interes;Femenino;05/03/2006;3. Jovenes;18;Venezuela;Soltero
13/04/2024;Azogues - MREMH;No de Interes;Femenino;05/09/1982;4. Adultos;41;Venezuela;Soltero
13/04/2024;Azogues - MREMH;Otro de Interes;Femenino;10/11/2002;3. Jovenes;21;Venezuela;Soltero
13/04/2024;Azogues - MREMH;Otro de Interes;Masculino;17/06/2003;3. Jovenes;21;Venezuela;Soltero
14/04/2024;Azogues - MREMH;No de Interes;Masculino;20/04/2005;3. Jovenes;19;Venezuela;Soltero
14/04/2024;Azogues - MREMH;No de Interes;Masculino;11/03/1987;4. Adultos;37;Venezuela;Soltero
14/04/2024;Azogues - MREMH;Otro de Interes;Femenino;16/12/1959;4. Adultos;64;Venezuela;Soltero
14/04/2024;Azogues - MREMH;Otro de Interes;Masculino;19/10/2000;3. Jovenes;23;Venezuela;Soltero
15/04/2024;Azogues - MREMH;No de Interes;Femenino;01/03/1984;4. Adultos;40;Venezuela;Soltero
15/04/2024;Azogues - MREMH;No de Interes;Masculino;09/11/2012;1. Niño, Niña;11;Venezuela;Soltero
15/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;31/07/2000;3. Jovenes;23;Colombia;Soltero
15/04/2024;Azogues - MREMH;No de Interes;Masculino;09/03/1963;4. Adultos;61;Colombia;Soltero
15/04/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;29/12/1974;4. Adultos;49;Colombia;Union
15/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;11/10/1986;4. Adultos;37;Colombia;Union
15/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;10/07/2014;1. Niño, Niña;9;Colombia;Soltero
15/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;12/03/2021;1. Niño, Niña;3;Colombia;Soltero
15/04/2024;Azogues - MREMH;Otro de Interes;Masculino;29/05/1995;3. Jovenes;29;Venezuela;Soltero
15/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;22/04/1997;3. Jovenes;27;Colombia;Soltero
15/04/2024;Guayaquil - MREMH;Otro de Interes;Masculino;23/10/1999;3. Jovenes;24;Venezuela;Soltero
15/04/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;12/09/2017;1. Niño, Niña;6;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;29/11/1985;4. Adultos;38;Venezuela;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/02/1984;4. Adultos;40;Venezuela;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;28/04/1981;4. Adultos;43;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;16/01/2009;2. Adolecente;15;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;10/09/1986;4. Adultos;37;Venezuela;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;30/10/1965;4. Adultos;58;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;08/11/1997;3. Jovenes;26;Venezuela;Soltero
15/04/2024;Tulcan - MREMH;Refugiado;Femenino;05/04/1991;4. Adultos;33;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;08/09/1989;4. Adultos;34;Venezuela;Soltero
15/04/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;09/04/1975;4. Adultos;49;Colombia;Soltero
15/04/2024;Tulcan - MREMH;Refugiado;Femenino;25/02/2015;1. Niño, Niña;9;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/01/1977;4. Adultos;47;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/01/1971;4. Adultos;53;Venezuela;Soltero
15/04/2024;Tulcan - MREMH;Refugiado;Femenino;14/01/2020;1. Niño, Niña;4;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Refugiado;Femenino;08/02/2004;3. Jovenes;20;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;25/07/1990;4. Adultos;33;Venezuela;Soltero
15/04/2024;Guayaquil - MREMH;Otro de Interes;Masculino;04/02/1994;3. Jovenes;30;Venezuela;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;12/10/1972;4. Adultos;51;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;02/01/1987;4. Adultos;37;Colombia;Soltero
15/04/2024;Guayaquil - MREMH;Otro de Interes;Femenino;08/08/1988;4. Adultos;35;Venezuela;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;13/06/1963;4. Adultos;61;Colombia;Soltero
15/04/2024;Guayaquil - MREMH;Otro de Interes;Masculino;15/11/1998;3. Jovenes;25;Venezuela;Soltero
15/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;13/02/2009;2. Adolecente;15;Colombia;Soltero
15/04/2024;Esmeraldas -MREMH;No de Interes;Femenino;21/01/2007;2. Adolecente;17;Venezuela;Soltero
15/04/2024;Esmeraldas -MREMH;Refugiado;Masculino;07/07/1989;4. Adultos;34;Colombia;Union
15/04/2024;Esmeraldas -MREMH;Refugiado;Femenino;23/02/2002;3. Jovenes;22;Colombia;Union
15/04/2024;Esmeraldas -MREMH;Refugiado;Masculino;09/04/2022;1. Niño, Niña;2;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/08/1994;3. Jovenes;29;Colombia;Union
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;10/02/1994;3. Jovenes;30;Colombia;Union
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;25/06/2013;1. Niño, Niña;11;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;10/08/2015;1. Niño, Niña;8;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;09/11/2020;1. Niño, Niña;3;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;13/12/1992;4. Adultos;31;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;07/09/2008;2. Adolecente;15;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/05/2012;2. Adolecente;12;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;21/11/2015;1. Niño, Niña;8;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;18/12/2005;3. Jovenes;18;Colombia;Soltero
15/04/2024;Ibarra - MREMH;Refugiado;Masculino;30/07/1994;3. Jovenes;29;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;12/07/1989;4. Adultos;34;Venezuela;Soltero
15/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;04/09/1996;3. Jovenes;27;Venezuela;Soltero
15/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;27/03/2008;2. Adolecente;16;Colombia;Soltero
15/04/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;06/07/2023;1. Niño, Niña;0;Colombia;Soltero
16/04/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;11/01/1998;3. Jovenes;26;Colombia;Soltero
16/04/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;20/10/2021;1. Niño, Niña;2;Colombia;Soltero
16/04/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;08/03/2000;3. Jovenes;24;Colombia;Soltero
16/04/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;21/03/2008;2. Adolecente;16;Venezuela;Union
16/04/2024;Ibarra - MREMH;Otro de Interes;Femenino;19/03/2003;3. Jovenes;21;Venezuela;Soltero
16/04/2024;Esmeraldas -MREMH;No de Interes;Femenino;16/06/1991;4. Adultos;33;Venezuela;Union
16/04/2024;Ibarra - MREMH;Otro de Interes;Masculino;09/11/2021;1. Niño, Niña;2;Venezuela;Soltero
16/04/2024;Ibarra - MREMH;Otro de Interes;Femenino;22/03/2004;3. Jovenes;20;Colombia;Soltero
16/04/2024;Guayaquil - MREMH;Otro de Interes;Femenino;28/09/2000;3. Jovenes;23;Venezuela;Soltero
16/04/2024;Guayaquil - MREMH;Otro de Interes;Masculino;18/06/2018;1. Niño, Niña;6;Venezuela;Soltero
16/04/2024;Guayaquil - MREMH;Otro de Interes;Masculino;11/07/2015;1. Niño, Niña;8;Venezuela;Soltero
16/04/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;10/01/1985;4. Adultos;39;Venezuela;Casado
16/04/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;24/06/2011;2. Adolecente;13;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/09/1991;4. Adultos;32;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/05/1988;4. Adultos;36;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;20/04/1974;4. Adultos;50;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;04/03/2011;2. Adolecente;13;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;02/01/2020;1. Niño, Niña;4;Colombia;Soltero
16/04/2024;Pichincha - MREMH;No de Interes;Masculino;22/07/1996;3. Jovenes;27;Venezuela;Union
16/04/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;09/05/2014;1. Niño, Niña;10;Venezuela;Soltero
16/04/2024;Esmeraldas -MREMH;Refugiado;Femenino;15/05/1989;4. Adultos;35;Colombia;Soltero
16/04/2024;Ibarra - MREMH;No de Interes;Masculino;27/05/1980;4. Adultos;44;Colombia;Casado
16/04/2024;Pichincha - MREMH;Otro de Interes;Femenino;30/11/1994;3. Jovenes;29;Venezuela;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;04/07/1978;4. Adultos;45;Venezuela;Soltero
16/04/2024;Esmeraldas -MREMH;Refugiado;Masculino;04/03/2011;2. Adolecente;13;Colombia;Soltero
16/04/2024;Pichincha - MREMH;Otro de Interes;Masculino;08/06/1992;4. Adultos;32;Venezuela;Soltero
16/04/2024;Esmeraldas -MREMH;Refugiado;Masculino;12/04/2014;1. Niño, Niña;10;Colombia;Soltero
16/04/2024;Ibarra - MREMH;No de Interes;Femenino;16/01/1981;4. Adultos;43;Colombia;Casado
